Image ID,Collection,Headline,Public URL,Web dimensions,SHA-256,Alternative text,Storyline,Brand focus,Suggested use,Source file,Source SHA-256,Status,Last verified
JM-IMG-011,professional,Translating complexity into a clear message,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-lectern-public-speaking.jpg,1441x1800,6773d9e1ab5acdb45adb1b6afb27e95ec965fe9fc8d6af06422087eb483cd326,AI-generated editorial image of Jared Mastroianni in a lectern public speaking setting,"At the lectern, Jared represents the ability to turn complicated operating and technology topics into direction an audience can use. The emphasis is practical communication, not performance for its own sake.",Professional brand; self-storage industry; Facily,"Conference promotion, speaking page, or keynote recap",011-professional-lectern-public-speaking.png,96794ad096d2a1fc997cd17c76351ac6afd93b2eb16b997765ebbced414ce986,Public web derivative prepared,2026-08-23
JM-IMG-012,professional,Technology begins with the facility team,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-facility-front-office-dark-denim.jpg,1800x1200,4fbf1c970082d8e458ca048198e0172369f6078f13014668a72b38dd6e09cab5,AI-generated editorial image of Jared Mastroianni in a facility front office dark denim setting,"This facility-office conversation positions frontline employees as the starting point for better systems. Jared's role is to listen, understand the real workflow, and connect those needs to how modSTORAGE operates and how Facily should evolve.",modSTORAGE; Facily; self-storage operations,"Operations article, product-discovery post, or recruiting content",012-professional-facility-front-office-dark-denim.png,7dc0203a01fee698098367c6da2dbe29df73467b0793152a5fa4f634b302a62d,Public web derivative prepared,2026-08-23
JM-IMG-013,professional,Leadership close enough to hear the truth,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-facility-team-huddle-tobacco-blazer.jpg,1800x1200,2d081f6031f083b1625ffbc9ff2629c9d9e095ecb7d0190a86b95b9528b78bf7,AI-generated editorial image of Jared Mastroianni in a facility team huddle tobacco blazer setting,"The informal huddle tells a story about staying close to the people who run the property every day. Stronger decisions come from hearing what is working, what is slowing the team down, and what customers are actually experiencing.",modSTORAGE; self-storage operations,"Culture post, field-leadership article, or internal communications",013-professional-facility-team-huddle-tobacco-blazer.png,9aab7b9f19cef3f5d1f1cd4bea8c52035008aac46b7935c2686cd58bce4ed7c9,Public web derivative prepared,2026-08-23
JM-IMG-014,professional,Trust is earned one working relationship at a time,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-facility-staff-handshake.jpg,1800x1200,bb1105273496e06390048182c8823a7fc883ffbf25257d2fef145a3ed81ab1c7,AI-generated editorial image of Jared Mastroianni in a facility staff handshake setting,"The handshake supports a relationship-centered storyline without making the setting feel ceremonial. It represents respect for employees, partners, and operators whose follow-through determines whether a strategy works in practice.",Professional brand; modSTORAGE,"Partner story, employee-recognition post, or relationship-focused profile",014-professional-facility-staff-handshake.png,54644f975453fa09f843f775a57f50e352f22447c98256bf3a3bfba22112857c,Public web derivative prepared,2026-08-23
JM-IMG-015,professional,The field expert should have the floor,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-technician-walkthrough.jpg,1800x1200,ebd0287b67c23e8cfb93a240fb5cd944c7d1ee553888323da4e235fc5b838344,AI-generated editorial image of Jared Mastroianni in a technician walkthrough setting,Jared is listening while the technician explains an actual operating condition. The story is that executive leadership becomes more credible when it respects technical expertise and learns from the people who understand the equipment firsthand.,modSTORAGE; facility operations; Facily,Maintenance-operations article or field-learning post,015-professional-technician-walkthrough.png,fc1253e3815cc73dac1b22fd4f060873d0a86416726490c8610f2f9e4101c22a,Public web derivative prepared,2026-08-23
JM-IMG-016,professional,Strategy should survive a walk through the property,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-exterior-staff-walkthrough.jpg,1800x1200,3878329552f4b9f0bdafc7d1ff2061bd9e8ffb814f2174a0e1a671f7794e2b4e,AI-generated editorial image of Jared Mastroianni in a exterior staff walkthrough setting,The exterior walkthrough represents the test every operational idea must pass: does it make sense at the facility level? Jared is shown engaging with staff in the environment where customer experience and operating standards become real.,modSTORAGE; self-storage operations,Facility-operations page or field-visit story,016-professional-exterior-staff-walkthrough.png,7e950b8ea75da3392ddab29b4df93ab08e52c7bff408f947c10765f70d0f471f,Public web derivative prepared,2026-08-23
JM-IMG-017,professional,One professional identity across several businesses,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-website-biography-banner.jpg,1800x1200,c8a9f9f2d726a45d46939a1851c34567dfdd6f153e10a3dd0cfb343d08287af3,AI-generated editorial image of Jared Mastroianni in a website biography banner setting,"This portrait can anchor the broader story connecting Jared's self-storage experience, modSTORAGE leadership, and the development of Facily. The common thread is building clearer, more accountable ways to operate.",Professional brand; modSTORAGE; Facily,"Website hero, biography page, or media kit",017-professional-website-biography-banner.png,e08661195df8986ede75843c963440aa2a6e8b19acb13b21d0d2babd4ca1fd5d,Public web derivative prepared,2026-08-23
JM-IMG-018,professional,Giving the industry a practical point of view,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-public-speaking-main-stage.jpg,1441x1800,53ee659caffe3517b8a33fa7cdf985ec8acbbf396d11634f5cf87cdcfbfec9af,AI-generated editorial image of Jared Mastroianni in a public speaking main stage setting,"The stage image supports a public-speaking storyline centered on useful lessons from operations, technology, and leadership. The message is grounded in what can be applied by owners, operators, and facility teams.",Professional brand; self-storage industry,"Speaking page, conference announcement, or thought-leadership campaign",018-professional-public-speaking-main-stage.png,b7f57948169a5a4ee26f151977d6c88d704ae437492cff0b113cc88d5016ac62,Public web derivative prepared,2026-08-23
JM-IMG-019,professional,Better governance starts with a real discussion,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-board-meeting-discussion.jpg,1800x1200,16764042a21a8d9f8c48621cd98e66e7f953669bfadfc9c95827cbed34093916,AI-generated editorial image of Jared Mastroianni in a board meeting discussion setting,"The boardroom scene presents strategy as a shared examination of priorities, risks, and tradeoffs. Jared's role is to help the group move from opinion to a decision that can be owned and executed.",modSTORAGE; Facily; business governance,"Board update, governance article, or partner communication",019-professional-board-meeting-discussion.png,3658ab143f28e48fa8b6edc415d434059348abe78cff2d90acb03ca7701d669b,Public web derivative prepared,2026-08-23
JM-IMG-020,professional,Turning decisions into an operating rhythm,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-executive-office-desk.jpg,1800x1200,3eeac04fbfe8719cbd0da329e68996041562dc8897ee043f12a5389c64a25293,AI-generated editorial image of Jared Mastroianni in a executive office desk setting,"The executive desk setting supports a story about what happens after the meeting: responsibilities are clarified, systems are aligned, and follow-through is made visible. This is the connective work behind scalable operations.",modSTORAGE; Facily,"Operations newsletter, executive profile, or systems-thinking post",020-professional-executive-office-desk.png,49b579b0b9aa25ab99c92ee5d1b2de891a022ab44891e6e201bf0d9edfb3b249,Public web derivative prepared,2026-08-23
JM-IMG-021,professional,Moving forward without losing operational perspective,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-downtown-executive-walk.jpg,1441x1800,1098d0700f2e2035bc730c49f54e78ce5dfe8a5e4e7420f329cc9828a2abc8e1,AI-generated editorial image of Jared Mastroianni in a downtown executive walk setting,"The city walk conveys momentum and ambition while keeping Jared's identity grounded in real businesses. It works as a transition story from traditional self-storage operations toward more connected, technology-enabled management.",Professional brand; modSTORAGE; Facily,"Website banner, growth story, or strategic announcement",021-professional-downtown-executive-walk.png,7b7ece2a86f102c39a38c0ba958479137b9795ddc678a56557c34f6fe780a735,Public web derivative prepared,2026-08-23
JM-IMG-022,professional,Accessible leadership outside the boardroom,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-outside-office-portrait.jpg,1441x1800,75f39141c71d635d44c3998236841d288bf76f2feaea53d5463b032d587984db,AI-generated editorial image of Jared Mastroianni in a outside office portrait setting,"This exterior portrait presents Jared as polished but available. The storyline emphasizes that strong leadership is visible in everyday conversations, not only formal meetings or public appearances.",Professional brand; modSTORAGE,"Social profile, partner biography, or local business feature",022-professional-outside-office-portrait.png,93338ecb8ab2f4029eee281a42025b5797c2658f449415d119a9ed6159dc5b0d,Public web derivative prepared,2026-08-23
JM-IMG-023,professional,An open-door approach to solving problems,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-light-blue-shirt-meeting-room.jpg,1441x1800,8c7c5ff04bc391ab1553804d5dd812a5eb6972a3643bc27d8562b8a556ab5eaa,AI-generated editorial image of Jared Mastroianni in a light blue shirt meeting room setting,"The relaxed meeting-room image supports a story about candid discussion and practical problem solving. Jared creates space for questions before pushing toward an answer, helping teams understand both the decision and the reason behind it.",Professional brand; Facily; modSTORAGE,"Leadership post, team page, or interview feature",023-professional-light-blue-shirt-meeting-room.png,cf3e32ac0d016ae07585cd98fe4e9292369adf5e9c18b5677e889cbad4b558a1,Public web derivative prepared,2026-08-23
JM-IMG-024,professional,A consistent public presence,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-full-body-studio-portrait.jpg,1441x1800,39e36ae8a0ce5b8e1c1491b430b55c9c9348b8f0f1dff32b98606924e31759a9,AI-generated editorial image of Jared Mastroianni in a full body studio portrait setting,"The full-body portrait supplies a formal, versatile image for moments when Jared's professional identity needs to stand on its own. It can visually connect his leadership across self-storage, modSTORAGE, and Facily without tying the message to one specific setting.",Professional brand,"Speaker kit, conference program, website, or press materials",024-professional-full-body-studio-portrait.png,85af0f414ee6379b76645450791a16922b17c3c5a01150703428dc07f5316787,Public web derivative prepared,2026-08-23
JM-IMG-025,professional,Leadership means answering the staff directly,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-annual-all-staff-meeting.jpg,1800x1200,3f31d9a64d8e335b5e9e16868e5066486a1754ee07646c4fffc8c0cb2f1dba64,AI-generated editorial image of Jared Mastroianni in a annual all staff meeting setting,"The all-staff setting tells a story about transparency and access. Jared is not speaking over the organization; he is taking questions, hearing concerns, and making the direction understandable to the people responsible for delivering it.",modSTORAGE; organizational leadership,"Annual-meeting communication, culture post, or employee communication",025-professional-annual-all-staff-meeting.png,34ed828addc3a638fcccb0e3c4ef7348132cf59c67f6157d08e40713fc9e7b60,Public web derivative prepared,2026-08-23
JM-IMG-026,professional,The most useful answer begins with attention,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-audience-question-and-answer.jpg,1800x1200,f6dea33ebc2df0c25cd18f1f47182843ac6ca063d18d5700a922b228e6410668,AI-generated editorial image of Jared Mastroianni in a audience question and answer setting,This audience Q&A image centers Jared's eye contact with the person asking the question. It supports a storyline about treating questions as operating intelligence rather than interruptions.,Professional brand; modSTORAGE; Facily,"Conference recap, leadership article, or social post",026-professional-audience-question-and-answer.png,168e5cbe4cceef01c9bc612728b366b24f2e08b1990de1f08827ad17bdd4d7e9,Public web derivative prepared,2026-08-23
JM-IMG-027,professional,Listening is part of board leadership,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-board-meeting-listening.jpg,1800x1200,407e7d609300fe0c126c861b22c89701d378be68ce34852649c6e8edfa650e27,AI-generated editorial image of Jared Mastroianni in a board meeting listening setting,"The board-listening scene positions restraint as a strength. Before shaping the decision, Jared gives the speaker full attention and creates room for the information that could change the outcome.",Business governance; modSTORAGE; Facily,"Governance page, board communication, or leadership essay",027-professional-board-meeting-listening.png,be9d756c08ced1ab754ee7a6367475b247340df8f6dec1025c9023437f5c30e0,Public web derivative prepared,2026-08-23
JM-IMG-028,professional,"Strategy is built with people, not presented at them",https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-board-strategy-conversation.jpg,1800x1200,2e6cfb77c47af87133d811d2691f8fd13d8b17d5d1b09b26ba65c24caff78274,AI-generated editorial image of Jared Mastroianni in a board strategy conversation setting,"This board discussion reflects a collaborative approach to setting priorities. The storyline is about aligning operational reality, business goals, and technology choices before committing resources.",modSTORAGE; Facily; business strategy,"Strategic-planning article, partner deck, or executive update",028-professional-board-strategy-conversation.png,c7cd0c726b4a27cf798cd60c4758d466ed4a8caafa5b05eef230cb6749a2be57,Public web derivative prepared,2026-08-23
JM-IMG-029,professional,A candid conversation about building businesses,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-fireside-chat.jpg,1800x1200,61b84955cc89b8ac7ca281c20d43502ab4a3eeee09c96c8fd085b61519fa123b,AI-generated editorial image of Jared Mastroianni in a fireside chat setting,"The fireside setting makes room for a more reflective story about lessons learned across self-storage, modSTORAGE, and Facily. It is suited to discussing judgment, setbacks, and the discipline required to keep building.",Professional brand; entrepreneurship,"Interview feature, podcast promotion, or founder story",029-professional-fireside-chat.png,5a207a166054ab4ad86ff10320a6a0fd6c68111b6810bfd91776a61c7c79cea5,Public web derivative prepared,2026-08-23
JM-IMG-030,retired provenance,"Retired black-turtleneck portrait",https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-black-turtleneck-natural-headshot.jpg,1441x1800,c972a11d95b75d354ea8d59fac969e087167894c8b6215e0017a9dadd4766364,Retired AI-generated portrait of Jared Mastroianni in a black turtleneck,Retained only so the prior image identity and checksum remain auditable.,Provenance only,"Retired; do not use as a current profile, author, editorial, or promotional image",030-professional-black-turtleneck-natural-headshot.png,2e564f7ddab8b24ed34cc7423d008837f7b7012e40a5947df945d897f5c5125c,Retired from active use; provenance retained,2026-08-23
JM-IMG-031,facility,The customer experience starts in the lobby,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-lobby-manager-conversation.jpg,1800x1200,ee8c671aec15f90c74b18517a5b77ff70ebdd97d9a18bbf14d6258f9ff94b66a,AI-generated editorial image of Jared Mastroianni in a lobby manager conversation setting,"This conversation frames the front office as an operating environment, not merely a reception area. Jared listens to the manager because the small frictions employees notice here can shape the next improvement across modSTORAGE and Facily.",modSTORAGE; Facily; customer experience,Facility-operations article or customer-experience post,031-facility-lobby-manager-conversation.png,46e83fcc3b45c5defa0d96a4a3365fe376af43cc5845a552bf57661ae82a6be0,Public web derivative prepared,2026-08-23
JM-IMG-032,facility,Frontline feedback belongs in the operating plan,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-corridor-team-check-in.jpg,1800x1200,f7f7c6b36bd27da0fdf98256d4bd9bf8d846dd0be1680dc21c5f400a78030559,AI-generated editorial image of Jared Mastroianni in a corridor team check in setting,"The corridor check-in shows a leader gathering context directly from the team. The storyline connects daily facility observations to better standards, clearer accountability, and smarter product decisions.",modSTORAGE; self-storage operations; Facily,Field-leadership post or operating-standards page,032-facility-corridor-team-check-in.png,cb25247503dc47b2274a2945c2869736700e34d1bf9b5a7527dccea404efb24a,Public web derivative prepared,2026-08-23
JM-IMG-033,facility,Customer conversations should shape the system,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-front-counter-customer-conversation.jpg,1800x1200,c57735bda8265287fb7f81b1a2f73a7095ef443de1c15168660f85e8af8fd5a8,AI-generated editorial image of Jared Mastroianni in a front counter customer conversation setting,"At the front counter, Jared hears how the service experience actually unfolds. The story is about using real customer and employee feedback to improve both facility operations and the tools being developed around them.",modSTORAGE; Facily; customer service,Customer-experience article or product-discovery story,033-facility-front-counter-customer-conversation.png,ffc5c257b9db361f0edb11bce46e51bf25d99874c17630fb9fdd0d7d7696d68e,Public web derivative prepared,2026-08-23
JM-IMG-034,facility,Recognition reinforces the standard,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-employee-recognition-moment.jpg,1800x1200,f7135443a18f7bac32d2bf8b64b44d53c623676712d9d985e31536b978c2791a,AI-generated editorial image of Jared Mastroianni in a employee recognition moment setting,"This image supports a culture storyline in which appreciation is personal and connected to meaningful work. Jared recognizes the people whose reliability, judgment, and care make the operating promise visible to customers.",modSTORAGE; people and culture,Employee-recognition post or careers page,034-facility-employee-recognition-moment.png,694a112a0436c7e157d790435ca1cda40511771d9032bb2bbd587a6dce2045a4,Public web derivative prepared,2026-08-23
JM-IMG-036,facility,Helping the customer make the right storage decision,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-customer-unit-tour.jpg,1800x1200,136b5196690afda7bb9bb5737fc2a84bb951ab43e1081e850201b6cdcb9e8dab,AI-generated editorial image of Jared Mastroianni in a customer unit tour setting,"The unit-tour setting centers clear guidance rather than a sales pitch. Jared and the facility team listen to what the customer needs, then help translate that into a practical, confident choice.",modSTORAGE; self-storage customer experience,Customer journey page or service-standards post,036-facility-customer-unit-tour.png,9fd6a832e7501da72d96ab835acad0a871b101894a3317ecbf778350ebca7aba,Public web derivative prepared,2026-08-23
JM-IMG-037,facility,Operational intelligence lives with the technician,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-roll-up-door-technician-listening.jpg,1800x1200,aedc6435d0b9f49b0562ecf56c255a3320e1296aac11dd95f6626c5a52e41b87,AI-generated editorial image of Jared Mastroianni in a roll up door technician listening setting,"The roll-up-door conversation shows technical expertise receiving executive attention. The storyline is that recurring field issues can become better maintenance standards and, where appropriate, better information inside Facily.",modSTORAGE; Facily; maintenance operations,Field-operations article or product-learning post,037-facility-roll-up-door-technician-listening.png,31be901e64cdf2b74132d361ed2181f3bfef216d96bedc29f577f10cf69cbd22,Public web derivative prepared,2026-08-23
JM-IMG-038,facility,Good vendor relationships are operating relationships,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-vendor-loading-area-conversation.jpg,1800x1200,276978260851e51bf2771c4116a575ba8176ec5c37bc04617efa7f1015054cf4,AI-generated editorial image of Jared Mastroianni in a vendor loading area conversation setting,"The loading-area discussion positions vendors as part of the broader service system. Jared's focus is on shared expectations, reliable communication, and how outside partners support the facility's ability to deliver.",modSTORAGE; vendor operations,Vendor-partnership story or operations newsletter,038-facility-vendor-loading-area-conversation.png,33fb1e10985e3494c76d51f73281a9cf3279141f4c2f2ef0a4f6f4a3b39566f6,Public web derivative prepared,2026-08-23
JM-IMG-039,facility,Culture is built in ordinary conversations,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-staff-break-room-huddle.jpg,1800x1200,6dddffeb9c6211fe60f6c3c6abfc5a10499902b82724e13533b8a139ba9267d0,AI-generated editorial image of Jared Mastroianni in a staff break room huddle setting,The break-room huddle presents leadership without ceremony. It tells a story about hearing employees in a setting where practical concerns surface naturally and trust can grow through consistent attention.,modSTORAGE; people and culture,"Recruiting page, culture post, or internal leadership story",039-facility-staff-break-room-huddle.png,52e90f065dadd95bb3ea687c8b3911b990ae53ea2e63c7286cd6db3ed40f2223,Public web derivative prepared,2026-08-23
JM-IMG-040,facility,Empathy belongs in facility operations,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-customer-family-corridor-conversation.jpg,1800x1201,e4a2c682933543d22ee1c11b9261c78a8399a6298ba5adf335ad4494b2a3cbac,AI-generated editorial image of Jared Mastroianni in a customer family corridor conversation setting,The family conversation makes the customer situation the center of the image. The storyline is about pairing professional standards with the patience and understanding customers need during a move or transition.,modSTORAGE; customer experience,"Customer-care article, website service page, or community post",040-facility-customer-family-corridor-conversation.png,6422039442a0fe1e068b29e29dbe915df98b9cb86d9c97ea8083a67cd006bc30,Public web derivative prepared,2026-08-23
JM-IMG-041,golf,Relationships can open the door to better business conversations,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-clubhouse-arrival-meeting.jpg,1800x1200,a358e60d8150164635c8dc2af389b0171716d6a22f13763ea4bd2342f0366109,AI-generated editorial image of Jared Mastroianni in a clubhouse arrival meeting setting,"The clubhouse arrival scene supports a relationship-building storyline around the self-storage industry. Jared listens first, allowing trust and shared context to develop before the conversation turns toward modSTORAGE or Facily.",Professional brand; modSTORAGE; Facily,Business-development post or partner introduction,041-golf-clubhouse-arrival-meeting.png,9153f3189a0994a4d7f1d884fe19de62273f41e5a1f7e6bb106cd9b163baa7fd,Public web derivative prepared,2026-08-23
JM-IMG-042,golf,The fairway creates room for a longer conversation,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-fairway-walking-conversation.jpg,1800x1200,cf53fe4c81648538009608201a0b92fe86745a8bdcfe08f662f73c1fc4d9ff87,AI-generated editorial image of Jared Mastroianni in a fairway walking conversation setting,Walking between shots offers a natural metaphor for patient business development. The story is about discussing operating challenges without rushing to a pitch and discovering where goals genuinely align.,Professional brand; self-storage relationships,LinkedIn post or relationship-building article,042-golf-fairway-walking-conversation.png,49654d6dcd5ea5b0380d14660690a58bc9cec4c34863f09ab9ebd42a35ed14ec,Public web derivative prepared,2026-08-23
